millis,bmetemp(*C),bmepres(Pa),bmehum(%),bmegas_res(KOhm),bmealt(m),bmptemp(*C),bmppres(PA),bmpalt(m),accX (mg),accY (mg),accZ (mg),gyrX (deg/sec),gyrY (deg/sec),gyrZ (deg/sec),magX (uT),magY (uT),magZ (uT),UV [0-1023],NO2[0-1023],CO[0-1023],NH3[0-1023],radiation count,rad count per min,uSv/h,uSv/h error,noise events,
2033055,24.77,68574,5.84,25.04,3177.40,10.10,68942.41,3132.22,-130.859,-886.230,-152.344,17.611,-74.168,-13.267,40.650,-34.650,11.550,0,0,0,212,73,3.65,0.07,0.01,0,
2034441,24.75,68491,5.84,25.01,3186.66,10.07,68851.89,3142.52,-23.926,-1080.566,68.359,8.779,-250.137,-0.733,27.150,-47.850,35.400,0,0,0,212,72,3.62,0.07,0.01,0,
2035838,24.74,68412,5.81,24.98,3195.47,10.05,68760.79,3152.90,-325.684,-1273.437,382.324,-11.336,-250.137,1.344,22.500,-52.650,20.700,0,0,0,213,73,3.66,0.07,0.01,0,
2037225,24.73,68335,5.79,24.98,3204.75,9.99,68707.93,3158.92,-265.137,-911.621,78.613,-18.962,-78.214,-4.244,25.800,-48.450,24.600,0,0,0,209,73,3.66,0.07,0.01,0,
2038609,24.72,68254,5.77,24.96,3213.80,9.96,68641.57,3166.49,220.215,-894.043,87.891,24.718,104.290,3.779,12.150,-53.400,10.050,0,0,0,217,74,3.71,0.07,0.01,0,
2040000,24.71,68176,5.75,25.01,3222.75,9.90,68546.88,3177.30,-118.652,-869.141,251.953,-9.565,-250.137,31.634,43.200,-36.150,16.650,0,0,0,212,74,3.70,0.07,0.01,0,
2041387,24.70,68098,5.73,25.01,3231.71,9.87,68485.24,3184.35,-221.191,-973.144,439.941,-15.885,-21.573,6.710,-6.450,-41.400,52.800,0,0,0,213,74,3.72,0.07,0.01,0,
2042773,24.68,68021,5.70,25.08,3240.56,9.78,68392.58,3194.95,171.875,-998.535,523.437,9.023,-145.603,3.687,26.550,-49.950,28.950,0,0,0,212,74,3.71,0.07,0.01,0,
2044163,24.67,67939,5.68,25.05,3250.22,9.71,68302.07,3205.31,145.996,-970.703,112.305,8.534,-93.542,8.412,-11.850,-48.900,34.050,0,0,0,212,74,3.71,0.07,0.01,0,
2045547,24.66,67856,5.67,25.02,3259.78,9.64,68208.61,3216.03,-179.199,-1060.547,295.898,8.855,-246.527,9.282,5.100,-53.100,5.700,0,0,0,211,74,3.70,0.07,0.01,0,
2046934,24.65,67774,5.63,25.07,3269.01,9.61,68150.67,3222.68,-230.469,-963.867,205.566,-23.321,79.725,-8.595,19.800,-40.950,-4.050,0,0,0,210,74,3.72,0.07,0.01,0,
2048324,24.64,67694,5.62,25.02,3278.35,9.58,68060.53,3233.03,288.574,-865.723,325.195,17.542,-75.740,31.252,-24.150,-36.750,43.350,0,0,0,213,74,3.71,0.07,0.01,0,
2049711,24.62,67614,5.59,25.07,3287.36,9.53,67969.21,3243.53,-81.055,-1026.367,586.426,-7.794,-250.137,43.176,4.350,-54.600,11.850,0,0,0,213,75,3.76,0.07,0.01,0,
2051096,24.61,67536,5.57,25.00,3296.61,9.47,67887.13,3252.97,-146.973,-1048.828,480.469,3.931,-165.931,22.031,9.000,-44.400,51.000,0,0,0,212,76,3.80,0.07,0.01,0,
2052487,24.60,67452,5.55,24.92,3306.45,9.45,67824.63,3260.17,-115.723,-1012.695,407.227,-0.565,-50.450,14.466,-16.800,-51.000,15.000,0,0,0,212,76,3.82,0.07,0.01,0,
2053873,24.58,67367,5.52,25.00,3316.30,9.40,67731.71,3270.89,115.234,-1010.254,270.508,-0.672,-18.969,18.298,26.550,-43.800,43.200,0,0,0,212,76,3.81,0.07,0.01,0,
2055260,24.57,67282,5.51,25.01,3326.15,9.42,67645.51,3280.83,-104.004,-893.555,339.844,-6.115,-195.603,24.695,1.800,-43.800,52.950,0,0,0,212,76,3.81,0.07,0.01,0,
2056648,24.56,67195,5.50,25.05,3336.25,9.40,67550.28,3291.84,-94.727,-939.453,204.590,-5.672,-28.565,17.626,-4.500,-53.550,14.700,0,0,0,212,77,3.86,0.07,0.01,0,
2058033,24.55,67109,5.48,25.02,3346.25,9.37,67486.89,3299.17,-42.969,-1021.973,238.281,9.397,-197.305,13.641,20.550,-49.050,39.750,0,0,0,212,77,3.85,0.07,0.01,0,
2059417,24.54,67022,5.45,25.01,3356.37,9.32,67396.90,3309.59,-94.727,-991.211,114.746,-3.397,31.374,-2.931,-18.450,-49.200,22.050,0,0,0,211,76,3.82,0.07,0.01,0,
2060807,24.53,66935,5.45,25.05,3366.50,9.28,67301.17,3320.68,183.105,-954.101,262.207,-1.794,-135.481,10.931,26.400,-41.400,46.650,0,0,0,213,76,3.81,0.07,0.01,0,
2062193,24.52,66850,5.43,25.04,3376.41,9.28,67245.16,3327.18,-82.520,-1046.875,189.453,-19.344,-158.366,12.649,36.450,-37.200,39.000,0,0,0,211,77,3.86,0.07,0.01,0,
2063580,24.51,66768,5.41,25.01,3385.86,9.30,67152.08,3337.98,36.621,-1081.055,50.293,1.603,33.832,14.908,-20.250,-47.250,28.650,0,0,0,212,77,3.85,0.07,0.01,0,
2064967,24.50,66685,5.38,24.96,3395.79,9.28,67055.88,3349.17,2.441,-1023.437,13.672,-13.603,43.313,-7.458,5.850,-51.450,36.300,0,0,0,212,76,3.82,0.07,0.01,0,
2066361,24.49,66601,5.35,25.02,3405.49,9.26,66963.20,3359.95,-229.004,-996.094,273.437,-17.328,-250.137,6.931,-0.600,-54.600,19.950,0,0,0,212,76,3.81,0.07,0.01,0,
2067746,24.48,66519,5.35,25.16,3414.85,9.24,66902.83,3366.98,111.816,-1136.719,180.176,-6.527,168.168,21.519,21.450,-49.950,35.100,0,0,0,214,76,3.81,0.07,0.01,0,
2069131,24.47,66443,5.32,25.04,3423.87,9.23,66810.72,3377.72,-49.805,-930.664,302.734,7.229,207.359,-9.382,-29.250,-31.650,42.000,0,0,0,212,76,3.80,0.07,0.01,0,
2070529,24.45,66361,5.29,24.98,3433.37,9.21,66725.47,3387.67,-68.359,-1010.254,329.102,-1.130,-77.183,-12.290,36.000,-31.800,44.400,0,0,0,213,76,3.82,0.07,0.01,0,
2071915,24.44,66282,5.26,25.04,3442.76,9.27,66645.25,3397.04,-284.180,-1268.066,209.473,-14.496,-91.702,-24.267,23.100,-49.800,15.300,0,0,0,210,76,3.81,0.07,0.01,0,
2073302,24.43,66200,5.23,25.01,3452.40,9.31,66587.60,3403.79,2.441,-864.258,107.910,11.321,-221.855,-0.603,-5.100,-54.150,16.200,0,0,0,212,77,3.86,0.07,0.01,0,
2074691,24.41,66115,5.20,25.07,3462.40,9.32,66492.35,3414.93,-90.332,-901.367,132.324,-10.458,53.557,4.534,1.950,-55.950,16.500,0,0,0,212,78,3.91,0.07,0.01,0,
2076078,24.40,66036,5.17,25.11,3471.11,9.29,66400.67,3425.67,-67.871,-1258.789,-70.801,14.992,219.115,-15.176,-9.900,-47.250,41.700,0,0,0,211,78,3.90,0.07,0.01,0,
2077464,24.39,65960,5.11,25.11,3480.65,9.27,66314.34,3435.80,-19.531,-1016.601,61.035,6.580,-105.878,-5.092,8.400,-30.450,62.700,0,0,0,212,77,3.87,0.07,0.01,0,
2078855,24.37,65877,5.08,25.20,3490.33,9.27,66252.82,3443.02,93.262,-1013.184,147.949,-18.916,235.427,-5.885,-17.400,-31.200,55.800,0,0,0,212,77,3.86,0.07,0.01,0,
2080241,24.36,65799,5.03,25.05,3499.42,9.26,66163.81,3453.48,68.848,-1351.562,98.145,-13.779,243.595,23.015,-16.200,-48.900,28.950,0,0,0,212,77,3.86,0.07,0.01,0,
2081628,24.35,65724,4.99,25.00,3508.28,9.22,66074.89,3463.94,116.699,-1065.430,17.090,9.611,23.092,-8.878,1.950,-55.950,22.950,0,0,0,211,77,3.85,0.07,0.01,0,
2083017,24.33,65646,4.95,25.14,3517.51,9.19,66015.21,3470.96,102.051,-892.578,-8.789,-1.840,-147.412,10.947,6.000,-54.300,12.450,0,0,0,211,76,3.82,0.07,0.01,0,
2084404,24.32,65574,4.92,25.01,3525.80,9.17,65933.39,3480.61,-328.125,-960.449,357.422,-32.382,250.130,-28.603,-7.950,-40.200,-8.850,0,0,0,206,76,3.81,0.07,0.01,0,
2085790,24.31,65503,4.88,25.01,3534.45,9.14,65845.67,3490.96,45.898,-826.172,9.766,9.061,-250.137,7.435,14.700,-35.850,-13.800,0,0,0,211,76,3.81,0.07,0.01,0,
2087179,24.29,65423,4.84,25.17,3544.06,9.12,65761.02,3500.95,-367.676,-930.664,539.551,0.282,30.847,17.450,5.100,-46.950,-4.650,0,0,0,210,77,3.85,0.07,0.01,0,
2088563,24.28,65344,4.80,25.07,3553.08,9.10,65703.50,3507.75,-216.797,-1062.500,176.758,1.901,-205.290,-17.176,16.350,-48.300,0.450,0,0,0,211,77,3.87,0.07,0.01,0,
2089950,24.26,65272,4.76,25.10,3561.99,9.07,65623.82,3517.18,-250.488,-1244.629,385.742,23.069,-250.137,-8.511,9.600,-52.650,10.050,0,0,0,211,77,3.86,0.07,0.01,0,
2091339,24.25,65194,4.73,25.05,3571.40,9.04,65537.87,3527.35,-148.926,-986.816,362.305,-12.115,-196.397,8.336,-4.500,-53.250,24.450,0,0,0,212,77,3.86,0.07,0.01,0,
2092726,24.23,65113,4.69,25.13,3580.80,8.99,65449.76,3537.80,-24.902,-1035.645,408.691,-18.099,171.046,12.244,3.450,-52.050,3.000,0,0,0,211,77,3.85,0.07,0.01,0,
2094112,24.22,65035,4.64,25.14,3590.34,8.97,65390.67,3544.81,-180.664,-1092.285,190.430,-6.985,156.000,-14.977,-28.950,-39.450,16.800,0,0,0,209,77,3.85,0.07,0.01,0,
2095499,24.20,64953,4.61,25.11,3600.24,8.94,65305.34,3554.94,-67.871,-903.809,114.258,4.420,228.672,-1.458,15.900,-35.400,-13.050,0,0,0,212,77,3.87,0.07,0.01,0,
2096888,24.18,64871,4.59,25.10,3609.56,8.91,65219.65,3565.13,-11.719,-1185.547,398.926,-20.275,212.282,-16.855,26.100,-41.400,45.900,0,0,0,211,77,3.86,0.07,0.01,0,
2098276,24.17,64795,4.55,25.28,3618.88,8.90,65134.89,3575.22,182.617,-870.605,273.437,11.191,-250.137,30.008,-1.200,-54.300,25.200,0,0,0,211,78,3.91,0.07,0.01,0,
2099667,24.15,64716,4.55,25.33,3628.34,8.89,65076.16,3582.21,-252.930,-902.832,473.144,-13.130,-250.137,26.176,16.200,-55.350,23.850,0,0,0,210,78,3.90,0.07,0.01,0,
2101061,24.14,64639,4.52,25.08,3637.56,8.87,64993.48,3592.07,-520.996,-966.309,210.449,-17.466,-250.137,14.359,27.900,-43.650,0.150,0,0,0,209,78,3.92,0.07,0.01,0,
2102447,24.13,64563,4.50,25.20,3646.55,8.88,64909.62,3602.08,-8.301,-917.969,-203.125,13.015,-102.603,-10.321,26.250,-46.500,39.150,0,0,0,214,78,3.91,0.07,0.01,0,
2103832,24.11,64487,4.48,25.13,3655.79,8.89,64852.51,3608.90,123.047,-894.043,10.254,2.611,-250.137,-9.282,-28.200,-40.200,20.100,0,0,0,210,78,3.91,0.07,0.01,0,
2105231,24.10,64411,4.46,25.25,3664.80,8.89,64767.70,3619.04,146.973,-982.422,430.176,0.878,-103.076,29.099,-25.800,-42.750,27.900,0,0,0,210,78,3.90,0.07,0.01,0,
2106617,24.08,64338,4.45,25.22,3673.22,8.87,64682.16,3629.27,-55.176,-1105.957,49.316,-16.137,-17.656,10.053,-9.750,-51.750,9.150,0,0,0,212,78,3.92,0.07,0.01,0,
2108003,24.07,64267,4.43,25.13,3682.37,8.79,64596.89,3639.49,-48.828,-935.547,161.133,-7.023,-250.137,15.756,-1.650,-47.550,45.900,0,0,0,212,78,3.91,0.07,0.01,0,
2109393,24.05,64185,4.40,25.13,3692.25,8.73,64539.05,3646.43,51.270,-995.117,247.070,-5.595,83.733,-8.672,4.200,-51.750,1.950,0,0,0,211,78,3.91,0.07,0.01,0,
2110780,24.04,64104,4.40,25.20,3702.02,8.62,64452.16,3656.86,-276.855,-1050.293,153.809,-13.885,-250.137,6.160,21.750,-40.800,-5.700,0,0,0,211,78,3.90,0.07,0.01,0,
2112166,24.02,64026,4.38,25.22,3711.19,8.55,64368.56,3666.90,-41.016,-903.320,268.555,-6.397,154.954,14.977,-10.350,-38.550,53.700,0,0,0,211,78,3.90,0.07,0.01,0,
2113556,24.01,63952,4.35,25.25,3720.01,8.50,64290.88,3676.24,407.227,-794.922,91.309,-26.931,90.542,10.870,11.550,-55.950,27.000,0,0,0,215,77,3.87,0.07,0.01,0,
2114942,23.99,63877,4.33,25.28,3729.08,8.48,64233.68,3683.13,-24.902,-1066.406,358.398,-14.977,-153.038,-8.000,-8.700,-53.250,32.100,0,0,0,210,77,3.86,0.07,0.01,0,
2116329,23.98,63802,4.30,25.28,3738.28,8.42,64150.45,3693.16,-435.547,-924.316,565.918,27.977,62.397,5.939,30.450,-46.650,20.100,0,0,0,211,77,3.86,0.07,0.01,0,
2117719,23.96,63726,4.26,25.39,3747.37,8.32,64066.77,3703.25,-183.594,-959.473,588.379,-19.908,250.130,-23.252,23.250,-49.950,29.700,0,0,0,211,77,3.85,0.07,0.01,0,
2119105,23.94,63650,4.24,25.34,3756.71,8.22,63980.45,3713.67,180.664,-1146.484,-199.219,17.473,124.115,-5.947,-16.350,-40.650,45.900,0,0,0,217,76,3.82,0.07,0.01,0,
2120492,23.93,63573,4.20,25.37,3766.06,8.19,63925.79,3720.28,11.230,-978.027,513.672,-24.443,250.130,-24.656,-21.150,-34.500,50.250,0,0,0,207,76,3.81,0.07,0.01,0,
2121880,23.91,63496,4.17,25.37,3775.30,8.10,63842.28,3730.38,224.609,-954.101,72.266,-14.908,250.130,-6.733,4.050,-48.450,46.050,0,0,0,213,76,3.81,0.07,0.01,0,
2123267,23.89,63420,4.13,25.30,3784.42,8.00,63757.60,3740.63,244.629,-1051.758,151.855,-1.809,-27.496,-2.733,-14.550,-51.300,27.750,0,0,0,211,76,3.80,0.07,0.01,0,
2124651,23.88,63347,4.09,25.36,3793.67,7.93,63700.46,3747.56,19.043,-878.418,467.773,-18.847,250.130,-12.496,12.000,-47.550,47.400,0,0,0,212,76,3.82,0.07,0.01,0,
2126038,23.87,63267,4.07,25.34,3803.55,7.83,63616.87,3757.70,-382.324,-1070.801,209.473,-4.038,193.473,-9.336,-0.900,-54.750,25.950,0,0,0,210,76,3.81,0.07,0.01,0,
2127428,23.85,63186,4.03,25.31,3813.43,7.70,63530.88,3768.14,262.207,-1050.781,-87.402,35.397,-120.359,4.687,2.550,-50.700,44.250,0,0,0,213,76,3.81,0.07,0.01,0,
2128815,23.83,63106,4.00,25.45,3823.08,7.60,63448.55,3778.15,-65.430,-822.754,259.766,-24.122,13.359,-8.107,38.400,-33.600,2.100,0,0,0,209,76,3.80,0.07,0.01,0,
2130201,23.82,63029,3.98,25.43,3832.37,7.55,63391.56,3785.08,156.738,-849.121,158.203,12.893,-39.183,37.176,-15.600,-47.850,9.600,0,0,0,213,76,3.80,0.07,0.01,0,
2131592,23.80,62951,3.93,25.40,3841.67,7.48,63305.10,3795.61,-93.750,-979.980,546.387,2.168,-250.137,0.328,19.800,-52.800,27.300,0,0,0,211,76,3.81,0.07,0.01,0,
2132977,23.79,62876,3.90,25.53,3851.10,7.41,63223.47,3805.56,-264.648,-990.723,214.844,-1.473,-128.176,8.321,6.450,-53.250,39.000,0,0,0,211,77,3.86,0.07,0.01,0,
2134364,23.77,62800,3.86,25.36,3860.30,7.33,63137.98,3816.00,-3.418,-1017.578,109.375,-2.191,90.557,26.290,18.450,-53.850,18.150,0,0,0,211,77,3.86,0.07,0.01,0,
2135754,23.76,62725,3.84,25.36,3869.75,7.28,63080.58,3823.01,-173.828,-1085.937,316.895,-20.191,-207.038,5.832,36.150,-40.350,13.350,0,0,0,211,77,3.85,0.07,0.01,0,
2137145,23.74,62648,3.81,25.39,3879.33,7.21,62999.73,3832.89,20.508,-920.410,243.164,-3.565,-94.832,8.122,-29.700,-39.150,15.000,0,0,0,211,77,3.87,0.07,0.01,0,
2138531,23.73,62568,3.78,25.48,3888.93,7.14,62913.25,3843.48,82.031,-1162.109,156.250,-20.176,194.573,-15.634,-9.000,-42.900,51.300,0,0,0,212,77,3.86,0.07,0.01,0,
2139928,23.71,62493,3.75,25.37,3898.28,7.08,62830.62,3853.60,-70.313,-1155.273,-129.883,6.122,-82.893,-26.756,20.250,-51.900,21.000,0,0,0,211,78,3.91,0.07,0.01,0,
2141315,23.70,62413,3.72,25.50,3908.27,7.06,62781.41,3859.64,-88.867,-901.367,-33.203,2.328,-127.237,2.473,8.100,-54.900,25.050,0,0,0,211,78,3.90,0.07,0.01,0,
2142700,23.69,62330,3.69,25.51,3918.38,7.03,62693.35,3870.44,72.754,-1114.258,106.934,-32.160,-1.015,7.061,-1.950,-51.750,7.350,0,0,0,210,79,3.97,0.07,0.01,0,
2144088,23.67,62254,3.66,25.37,3927.52,6.97,62607.55,3880.99,-302.734,-917.480,511.230,9.473,186.817,-23.076,12.000,-34.500,60.750,0,0,0,211,79,3.96,0.07,0.01,0,
2145474,23.66,62179,3.64,25.51,3936.79,6.96,62554.60,3887.50,-125.977,-885.254,273.437,6.221,127.107,5.107,19.050,-42.150,-5.550,0,0,0,211,79,3.96,0.07,0.01,0,
2146861,23.64,62105,3.61,25.43,3945.95,6.94,62467.46,3898.23,-158.691,-980.957,443.359,-0.756,72.275,-2.153,-6.600,-48.000,44.250,0,0,0,211,79,3.95,0.07,0.01,0,
